row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,source_error_value,source_right_value,annotation_orientation_fixed
447,MeasureName,pattern_violation,surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamx茂驴陆cxnotxaxrazor),surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0,,,True,True,False,False,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamx茂驴陆cxnotxaxrazor),True
448,HospitalName,rule_violation,xlxskx regionxl hospitxl,alaska regional hospital,0,"Constraint Violation: The ProviderNumber of Row 436 is equal to the ProviderNumber of Row 448, and The HospitalName of Row 436 is different from the HospitalName of Row 448.","(436, 448)",True,True,False,False,alaska regional hospital,xlxskx regionxl hospitxl,True
449,HospitalOwner,rule_violation,proxrietary,proprietary,0,"Constraint Violation: The HospitalName of Row 434 is equal to the HospitalName of Row 449, and The HospitalOwner of Row 434 is different from the HospitalOwner of Row 449.","(434, 449)",True,True,False,False,proprietary,proxrietary,True
451,Address1,rule_violation,poxboxx287,po box 287,0,"Constraint Violation: The HospitalName of Row 450 is equal to the HospitalName of Row 451, and The Address1 of Row 450 is different from the Address1 of Row 451.","(450, 451)",True,True,False,False,po box 287,poxboxx287,True
453,HospitalType,pattern_violation,acute care hospitaxs,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hospitaxs,True
456,CountyName,rule_violation,jxffxrson,jefferson,0,"Constraint Violation: The City of Row 453 is equal to the City of Row 456, and The CountyName of Row 453 is different from the CountyName of Row 456.","(453, 456)",True,True,False,False,jefferson,jxffxrson,True
456,HospitalOwner,rule_violation,gxvernment - hxspital district xr authxrity,government - hospital district or authority,0,"Constraint Violation: The HospitalName of Row 11 is equal to the HospitalName of Row 456, and The HospitalOwner of Row 11 is different from the HospitalOwner of Row 456.","(11, 456)",True,True,False,False,government - hospital district or authority,gxvernment - hxspital district xr authxrity,True
457,CountyName,rule_violation,xefferson,jefferson,0,"Constraint Violation: The City of Row 14 is equal to the City of Row 457, and The CountyName of Row 14 is different from the CountyName of Row 457.","(14, 457)",True,True,False,False,jefferson,xefferson,True
462,Sample,pattern_violation,x patients,0 patients,0,,,True,True,False,False,0 patients,x patients,True
464,MeasureCode,rule_violation,sxip-vte-1,scip-vte-1,0,"Constraint Violation: The MeasureName of Row 464 is equal to the MeasureName of Row 800, and The MeasureCode of Row 464 is different from the MeasureCode of Row 800.","(464, 800)",True,True,False,False,scip-vte-1,sxip-vte-1,True
465,CountyName,rule_violation,jexxerson,jefferson,0,"Constraint Violation: The City of Row 457 is equal to the City of Row 465, and The CountyName of Row 457 is different from the CountyName of Row 465.","(457, 465)",True,True,False,False,jefferson,jexxerson,True
467,Condition,rule_violation,hexrt attxck,heart attack,0,"Constraint Violation: The MeasureCode of Row 467 is equal to the MeasureCode of Row 981, and The Condition of Row 467 is different from the Condition of Row 981.","(467, 981)",True,True,False,False,heart attack,hexrt attxck,True
471,PhoneNumber,rule_violation,334774x601,3347742601,0,"Constraint Violation: The HospitalName of Row 471 is equal to the HospitalName of Row 487, and The PhoneNumber of Row 471 is different from the PhoneNumber of Row 487.","(471, 487)",True,True,False,False,3347742601,334774x601,True
472,Address1,rule_violation,126xhospitalxave,126 hospital ave,0,"Constraint Violation: The HospitalName of Row 472 is equal to the HospitalName of Row 484, and The Address1 of Row 472 is different from the Address1 of Row 484.","(472, 484)",True,True,False,False,126 hospital ave,126xhospitalxave,True
473,MeasureName,rule_violation,heaxt failuxe patients given dischaxge instxuctions,heart failure patients given discharge instructions,0,"Constraint Violation: The MeasureCode of Row 473 is equal to the MeasureCode of Row 498, and The MeasureName of Row 473 is different from the MeasureName of Row 498.","(473, 498)",True,True,False,False,heart failure patients given discharge instructions,heaxt failuxe patients given dischaxge instxuctions,True
474,City,rule_violation,ozarx,ozark,0,"Constraint Violation: The HospitalName of Row 469 is equal to the HospitalName of Row 474, and The City of Row 469 is different from the City of Row 474.","(469, 474)",True,True,False,False,ozark,ozarx,True
477,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 468 is equal to the HospitalName of Row 477, and The PhoneNumber of Row 468 is equal to the PhoneNumber of Row 477, and The HospitalOwner of Row 468 is equal to the HospitalOwner of Row 477, and The State of Row 468 is different from the State of Row 477.","(468, 477)",True,True,False,False,al,xl,True
477,Stateavg,rule_violation,ax_pn-2,al_pn-2,0,"Constraint Violation: The MeasureCode of Row 255 is equal to the MeasureCode of Row 477, and The Stateavg of Row 255 is different from the Stateavg of Row 477.","(255, 477)",True,True,False,False,al_pn-2,ax_pn-2,True
482,Sample,pattern_violation,62 patientx,62 patients,0,,,True,True,False,False,62 patients,62 patientx,True
483,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 480 is equal to the HospitalName of Row 483, and The PhoneNumber of Row 480 is equal to the PhoneNumber of Row 483, and The HospitalOwner of Row 480 is equal to the HospitalOwner of Row 483, and The State of Row 480 is different from the State of Row 483.","(480, 483)",True,True,False,False,al,xl,True
484,Address1,rule_violation,1x6 hospital ave,126 hospital ave,0,"Constraint Violation: The HospitalName of Row 484 is equal to the HospitalName of Row 487, and The Address1 of Row 484 is different from the Address1 of Row 487.","(484, 487)",True,True,False,False,126 hospital ave,1x6 hospital ave,True
485,City,rule_violation,xzark,ozark,0,"Constraint Violation: The HospitalName of Row 485 is equal to the HospitalName of Row 489, and The City of Row 485 is different from the City of Row 489.","(485, 489)",True,True,False,False,ozark,xzark,True
488,Score,pattern_violation,1xx%,100%,0,,,True,True,False,False,100%,1xx%,True
490,ZipCode,rule_violation,x6x60,36360,0,"Constraint Violation: The HospitalName of Row 480 is equal to the HospitalName of Row 490, and The ZipCode of Row 480 is different from the ZipCode of Row 490.","(480, 490)",True,True,False,False,36360,x6x60,True
490,HospitalType,pattern_violation,acute caxe hospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute caxe hospitals,True
492,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 492 is equal to the ZipCode of Row 498, and The EmergencyService of Row 492 is different from the EmergencyService of Row 498.","(492, 498)",True,True,False,False,yes,yxs,True
493,HospitalType,pattern_violation,acute care hxspitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hxspitals,True
493,HospitalOwner,rule_violation,voluntaryxnon-profitx-xprivate,voluntary non-profit - private,0,"Constraint Violation: The HospitalName of Row 493 is equal to the HospitalName of Row 497, and The HospitalOwner of Row 493 is different from the HospitalOwner of Row 497.","(493, 497)",True,True,False,False,voluntary non-profit - private,voluntaryxnon-profitx-xprivate,True
493,MeasureName,rule_violation,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0,"Constraint Violation: The MeasureCode of Row 356 is equal to the MeasureCode of Row 493, and The MeasureName of Row 356 is different from the MeasureName of Row 493.","(356, 493)",True,True,False,False,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),True
495,MeasureCode,rule_violation,ami-x,ami-5,0,"Constraint Violation: The MeasureName of Row 495 is equal to the MeasureName of Row 720, and The MeasureCode of Row 495 is different from the MeasureCode of Row 720.","(495, 720)",True,True,False,False,ami-5,ami-x,True
496,Sample,pattern_violation,0 patxents,0 patients,0,,,True,True,False,False,0 patients,0 patxents,True
497,HospitalType,pattern_violation,acutx carx hospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutx carx hospitals,True
499,ZipCode,rule_violation,x5960,35960,0,"Constraint Violation: The HospitalName of Row 499 is equal to the HospitalName of Row 508, and The ZipCode of Row 499 is different from the ZipCode of Row 508.","(499, 508)",True,True,False,False,35960,x5960,True
502,CountyName,rule_violation,chxrokxx,cherokee,0,"Constraint Violation: The City of Row 497 is equal to the City of Row 502, and The CountyName of Row 497 is different from the CountyName of Row 502.","(497, 502)",True,True,False,False,cherokee,chxrokxx,True
502,Sample,pattern_violation,44 paxienxs,44 patients,0,,,True,True,False,False,44 patients,44 paxienxs,True
504,State,rule_violation,ax,al,0,"Constraint Violation: The HospitalName of Row 504 is equal to the HospitalName of Row 515, and The PhoneNumber of Row 504 is equal to the PhoneNumber of Row 515, and The HospitalOwner of Row 504 is equal to the HospitalOwner of Row 515, and The State of Row 504 is different from the State of Row 515.","(504, 515)",True,True,False,False,al,ax,True
506,Condition,rule_violation,pneumonix,pneumonia,0,"Constraint Violation: The MeasureCode of Row 506 is equal to the MeasureCode of Row 817, and The Condition of Row 506 is different from the Condition of Row 817.","(506, 817)",True,True,False,False,pneumonia,pneumonix,True
506,Score,pattern_violation,93x,93%,0,,,True,True,False,False,93%,93x,True
507,MeasureName,rule_violation,pneumonix pxtients assessed xnd given influenzx vxccinxtion,pneumonia patients assessed and given influenza vaccination,0,"Constraint Violation: The MeasureCode of Row 507 is equal to the MeasureCode of Row 818, and The MeasureName of Row 507 is different from the MeasureName of Row 818.","(507, 818)",True,True,False,False,pneumonia patients assessed and given influenza vaccination,pneumonix pxtients assessed xnd given influenzx vxccinxtion,True
511,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
513,CountyName,rule_violation,chxrokxx,cherokee,0,"Constraint Violation: The City of Row 500 is equal to the City of Row 513, and The CountyName of Row 500 is different from the CountyName of Row 513.","(500, 513)",True,True,False,False,cherokee,chxrokxx,True
514,Score,pattern_violation,1xx%,100%,0,,,True,True,False,False,100%,1xx%,True
516,PhoneNumber,rule_violation,3342xx2100,3342882100,0,"Constraint Violation: The HospitalName of Row 516 is equal to the HospitalName of Row 519, and The PhoneNumber of Row 516 is different from the PhoneNumber of Row 519.","(516, 519)",True,True,False,False,3342882100,3342xx2100,True
517,City,rule_violation,montxomery,montgomery,0,"Constraint Violation: The HospitalName of Row 517 is equal to the HospitalName of Row 520, and The City of Row 517 is different from the City of Row 520.","(517, 520)",True,True,False,False,montgomery,montxomery,True
521,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 521 is equal to the ZipCode of Row 531, and The EmergencyService of Row 521 is different from the EmergencyService of Row 531.","(521, 531)",True,True,False,False,yes,yxs,True
523,Sample,pattern_violation,25x patients,257 patients,0,,,True,True,False,False,257 patients,25x patients,True
526,HospitalOwner,rule_violation,volxntary non-profit - chxrch,voluntary non-profit - church,0,"Constraint Violation: The HospitalName of Row 520 is equal to the HospitalName of Row 526, and The HospitalOwner of Row 520 is different from the HospitalOwner of Row 526.","(520, 526)",True,True,False,False,voluntary non-profit - church,volxntary non-profit - chxrch,True
527,CountyName,rule_violation,monxgomery,montgomery,0,"Constraint Violation: The City of Row 527 is equal to the City of Row 547, and The CountyName of Row 527 is different from the CountyName of Row 547.","(527, 547)",True,True,False,False,montgomery,monxgomery,True
532,HospitalName,rule_violation,baptist medical cexter south,baptist medical center south,0,"Constraint Violation: The ProviderNumber of Row 532 is equal to the ProviderNumber of Row 533, and The HospitalName of Row 532 is different from the HospitalName of Row 533.","(532, 533)",True,True,False,False,baptist medical center south,baptist medical cexter south,True
532,HospitalType,pattern_violation,acute care hosxitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hosxitals,True
532,MeasureName,rule_violation,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,pneumonia patients assessed and given influenza vaccination,0,"Constraint Violation: The MeasureCode of Row 235 is equal to the MeasureCode of Row 532, and The MeasureName of Row 235 is different from the MeasureName of Row 532.","(235, 532)",True,True,False,False,pneumonia patients assessed and given influenza vaccination,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,True
532,Sample,pattern_violation,87 patientx,87 patients,0,,,True,True,False,False,87 patients,87 patientx,True
536,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 521 is equal to the ZipCode of Row 536, and The EmergencyService of Row 521 is different from the EmergencyService of Row 536.","(521, 536)",True,True,False,False,yes,yex,True
540,CountyName,rule_violation,montgomexy,montgomery,0,"Constraint Violation: The City of Row 524 is equal to the City of Row 540, and The CountyName of Row 524 is different from the CountyName of Row 540.","(524, 540)",True,True,False,False,montgomery,montgomexy,True
541,MeasureName,rule_violation,hexrt attxck pxtients given aspirin xt arrivxl,heart attack patients given aspirin at arrival,0,"Constraint Violation: The MeasureCode of Row 354 is equal to the MeasureCode of Row 541, and The MeasureName of Row 354 is different from the MeasureName of Row 541.","(354, 541)",True,True,False,False,heart attack patients given aspirin at arrival,hexrt attxck pxtients given aspirin xt arrivxl,True
544,ZipCode,rule_violation,3x10x,36106,0,"Constraint Violation: The HospitalName of Row 544 is equal to the HospitalName of Row 565, and The ZipCode of Row 544 is different from the ZipCode of Row 565.","(544, 565)",True,True,False,False,36106,3x10x,True
545,MeasureName,rule_violation,heaxt attack patients given beta blockex at dischaxge,heart attack patients given beta blocker at discharge,0,"Constraint Violation: The MeasureCode of Row 545 is equal to the MeasureCode of Row 695, and The MeasureName of Row 545 is different from the MeasureName of Row 695.","(545, 695)",True,True,False,False,heart attack patients given beta blocker at discharge,heaxt attack patients given beta blockex at dischaxge,True
546,Sample,pattern_violation,x patients,0 patients,0,,,True,True,False,False,0 patients,x patients,True
548,PhoneNumber,rule_violation,3342938xxx,3342938000,0,"Constraint Violation: The HospitalName of Row 548 is equal to the HospitalName of Row 559, and The PhoneNumber of Row 548 is different from the PhoneNumber of Row 559.","(548, 559)",True,True,False,False,3342938000,3342938xxx,True
551,CountyName,rule_violation,monxgomery,montgomery,0,"Constraint Violation: The City of Row 530 is equal to the City of Row 551, and The CountyName of Row 530 is different from the CountyName of Row 551.","(530, 551)",True,True,False,False,montgomery,monxgomery,True
554,Sample,pattern_violation,74 patxents,74 patients,0,,,True,True,False,False,74 patients,74 patxents,True
555,Condition,rule_violation,pxeumoxia,pneumonia,0,"Constraint Violation: The MeasureCode of Row 33 is equal to the MeasureCode of Row 555, and The Condition of Row 33 is different from the Condition of Row 555.","(33, 555)",True,True,False,False,pneumonia,pxeumoxia,True
555,Stateavg,rule_violation,al_pn-5x,al_pn-5c,0,"Constraint Violation: The MeasureCode of Row 83 is equal to the MeasureCode of Row 555, and The Stateavg of Row 83 is different from the Stateavg of Row 555.","(83, 555)",True,True,False,False,al_pn-5c,al_pn-5x,True
559,ProviderNumber,rule_violation,1xx24,10024,0,"Constraint Violation: The HospitalName of Row 555 is equal to the HospitalName of Row 559, and The ProviderNumber of Row 555 is different from the ProviderNumber of Row 559.","(555, 559)",True,True,False,False,10024,1xx24,True
559,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 558 is equal to the HospitalName of Row 559, and The PhoneNumber of Row 558 is equal to the PhoneNumber of Row 559, and The HospitalOwner of Row 558 is equal to the HospitalOwner of Row 559, and The State of Row 558 is different from the State of Row 559.","(558, 559)",True,True,False,False,al,xl,True
560,HospitalName,rule_violation,jaxkson hospital & xlinix inx,jackson hospital & clinic inc,0,"Constraint Violation: The ProviderNumber of Row 552 is equal to the ProviderNumber of Row 560, and The HospitalName of Row 552 is different from the HospitalName of Row 560.","(552, 560)",True,True,False,False,jackson hospital & clinic inc,jaxkson hospital & xlinix inx,True
561,PhoneNumber,rule_violation,33x2938000,3342938000,0,"Constraint Violation: The HospitalName of Row 549 is equal to the HospitalName of Row 561, and The PhoneNumber of Row 549 is different from the PhoneNumber of Row 561.","(549, 561)",True,True,False,False,3342938000,33x2938000,True
562,PhoneNumber,rule_violation,3342938xxx,3342938000,0,"Constraint Violation: The HospitalName of Row 561 is equal to the HospitalName of Row 562, and The PhoneNumber of Row 561 is different from the PhoneNumber of Row 562.","(561, 562)",True,True,False,False,3342938000,3342938xxx,True
562,MeasureName,rule_violation,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0,"Constraint Violation: The MeasureCode of Row 344 is equal to the MeasureCode of Row 562, and The MeasureName of Row 344 is different from the MeasureName of Row 562.","(344, 562)",True,True,False,False,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,True
564,EmergencyService,rule_violation,xes,yes,0,"Constraint Violation: The ZipCode of Row 548 is equal to the ZipCode of Row 564, and The EmergencyService of Row 548 is different from the EmergencyService of Row 564.","(548, 564)",True,True,False,False,yes,xes,True
564,Stateavg,rule_violation,al_scipxvtex1,al_scip-vte-1,0,"Constraint Violation: The MeasureCode of Row 564 is equal to the MeasureCode of Row 928, and The Stateavg of Row 564 is different from the Stateavg of Row 928.","(564, 928)",True,True,False,False,al_scip-vte-1,al_scipxvtex1,True
567,Stateavg,rule_violation,xl_xmi-2,al_ami-2,0,"Constraint Violation: The MeasureCode of Row 567 is equal to the MeasureCode of Row 981, and The Stateavg of Row 567 is different from the Stateavg of Row 981.","(567, 981)",True,True,False,False,al_ami-2,xl_xmi-2,True
572,State,pattern_violation,ax,al,0,,,True,True,False,False,al,ax,True
572,PhoneNumber,rule_violation,334x561400,3347561400,0,"Constraint Violation: The HospitalName of Row 572 is equal to the HospitalName of Row 585, and The PhoneNumber of Row 572 is different from the PhoneNumber of Row 585.","(572, 585)",True,True,False,False,3347561400,334x561400,True
572,HospitalOwner,rule_violation,voluntary non-profit - otxer,voluntary non-profit - other,0,"Constraint Violation: The HospitalName of Row 572 is equal to the HospitalName of Row 579, and The HospitalOwner of Row 572 is different from the HospitalOwner of Row 579.","(572, 579)",True,True,False,False,voluntary non-profit - other,voluntary non-profit - otxer,True
578,City,rule_violation,vallex,valley,0,"Constraint Violation: The HospitalName of Row 569 is equal to the HospitalName of Row 578, and The City of Row 569 is different from the City of Row 578.","(569, 578)",True,True,False,False,valley,vallex,True
578,CountyName,pattern_violation,xhambers,chambers,0,,,True,True,False,False,chambers,xhambers,True
579,EmergencyService,rule_violation,xes,yes,0,"Constraint Violation: The ZipCode of Row 566 is equal to the ZipCode of Row 579, and The EmergencyService of Row 566 is different from the EmergencyService of Row 579.","(566, 579)",True,True,False,False,yes,xes,True
580,MeasureCode,rule_violation,px-5c,pn-5c,0,"Constraint Violation: The MeasureName of Row 455 is equal to the MeasureName of Row 580, and The MeasureCode of Row 455 is different from the MeasureCode of Row 580.","(455, 580)",True,True,False,False,pn-5c,px-5c,True
580,Sample,pattern_violation,50 pxtients,50 patients,0,,,True,True,False,False,50 patients,50 pxtients,True
587,EmergencyService,rule_violation,xes,yes,0,"Constraint Violation: The ZipCode of Row 570 is equal to the ZipCode of Row 587, and The EmergencyService of Row 570 is different from the EmergencyService of Row 587.","(570, 587)",True,True,False,False,yes,xes,True
588,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
588,Sample,pattern_violation,172 patxents,172 patients,0,,,True,True,False,False,172 patients,172 patxents,True
590,City,rule_violation,vxlley,valley,0,"Constraint Violation: The HospitalName of Row 574 is equal to the HospitalName of Row 590, and The City of Row 574 is different from the City of Row 590.","(574, 590)",True,True,False,False,valley,vxlley,True
590,CountyName,pattern_violation,chaxbers,chambers,0,,,True,True,False,False,chambers,chaxbers,True
592,State,rule_violation,ax,al,0,"Constraint Violation: The HospitalName of Row 592 is equal to the HospitalName of Row 597, and The PhoneNumber of Row 592 is equal to the PhoneNumber of Row 597, and The HospitalOwner of Row 592 is equal to the HospitalOwner of Row 597, and The State of Row 592 is different from the State of Row 597.","(592, 597)",True,True,False,False,al,ax,True
593,PhoneNumber,rule_violation,33x8972257,3348972257,0,"Constraint Violation: The HospitalName of Row 593 is equal to the HospitalName of Row 598, and The PhoneNumber of Row 593 is different from the PhoneNumber of Row 598.","(593, 598)",True,True,False,False,3348972257,33x8972257,True
599,Condition,rule_violation,heart faixure,heart failure,0,"Constraint Violation: The MeasureCode of Row 599 is equal to the MeasureCode of Row 885, and The Condition of Row 599 is different from the Condition of Row 885.","(599, 885)",True,True,False,False,heart failure,heart faixure,True
601,City,rule_violation,exba,elba,0,"Constraint Violation: The HospitalName of Row 601 is equal to the HospitalName of Row 603, and The City of Row 601 is different from the City of Row 603.","(601, 603)",True,True,False,False,elba,exba,True
602,CountyName,rule_violation,coffxx,coffee,0,"Constraint Violation: The City of Row 602 is equal to the City of Row 603, and The CountyName of Row 602 is different from the CountyName of Row 603.","(602, 603)",True,True,False,False,coffee,coffxx,True
608,ProviderNumber,rule_violation,x0027,10027,0,"Constraint Violation: The HospitalName of Row 604 is equal to the HospitalName of Row 608, and The ProviderNumber of Row 604 is different from the ProviderNumber of Row 608.","(604, 608)",True,True,False,False,10027,x0027,True
608,Condition,rule_violation,surgical ixfectiox prevextiox,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 508 is equal to the MeasureCode of Row 608, and The Condition of Row 508 is different from the Condition of Row 608.","(508, 608)",True,True,False,False,surgical infection prevention,surgical ixfectiox prevextiox,True
612,MeasureName,rule_violation,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0,"Constraint Violation: The MeasureCode of Row 612 is equal to the MeasureCode of Row 798, and The MeasureName of Row 612 is different from the MeasureName of Row 798.","(612, 798)",True,True,False,False,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,True
622,Stateavg,rule_violation,al_amix8a,al_ami-8a,0,"Constraint Violation: The MeasureCode of Row 200 is equal to the MeasureCode of Row 622, and The Stateavg of Row 200 is different from the Stateavg of Row 622.","(200, 622)",True,True,False,False,al_ami-8a,al_amix8a,True
627,ProviderNumber,rule_violation,x0029,10029,0,"Constraint Violation: The HospitalName of Row 627 is equal to the HospitalName of Row 635, and The ProviderNumber of Row 627 is different from the ProviderNumber of Row 635.","(627, 635)",True,True,False,False,10029,x0029,True
628,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 628 is equal to the ZipCode of Row 638, and The EmergencyService of Row 628 is different from the EmergencyService of Row 638.","(628, 638)",True,True,False,False,yes,yex,True
631,Condition,rule_violation,pneumonxa,pneumonia,0,"Constraint Violation: The MeasureCode of Row 531 is equal to the MeasureCode of Row 631, and The Condition of Row 531 is different from the Condition of Row 631.","(531, 631)",True,True,False,False,pneumonia,pneumonxa,True
633,CountyName,rule_violation,xee,lee,0,"Constraint Violation: The City of Row 624 is equal to the City of Row 633, and The CountyName of Row 624 is different from the CountyName of Row 633.","(624, 633)",True,True,False,False,lee,xee,True
634,HospitalType,pattern_violation,acuxe care hospixals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acuxe care hospixals,True
639,ProviderNumber,rule_violation,1xx29,10029,0,"Constraint Violation: The HospitalName of Row 628 is equal to the HospitalName of Row 639, and The ProviderNumber of Row 628 is different from the ProviderNumber of Row 639.","(628, 639)",True,True,False,False,10029,1xx29,True
639,MeasureCode,rule_violation,scip-vtx-1,scip-vte-1,0,"Constraint Violation: The MeasureName of Row 639 is equal to the MeasureName of Row 800, and The MeasureCode of Row 639 is different from the MeasureCode of Row 800.","(639, 800)",True,True,False,False,scip-vte-1,scip-vtx-1,True
645,ProviderNumber,rule_violation,1xx32,10032,0,"Constraint Violation: The HospitalName of Row 645 is equal to the HospitalName of Row 662, and The ProviderNumber of Row 645 is different from the ProviderNumber of Row 662.","(645, 662)",True,True,False,False,10032,1xx32,True
646,Stateavg,rule_violation,alxami-7a,al_ami-7a,0,"Constraint Violation: The MeasureCode of Row 646 is equal to the MeasureCode of Row 671, and The Stateavg of Row 646 is different from the Stateavg of Row 671.","(646, 671)",True,True,False,False,al_ami-7a,alxami-7a,True
648,MeasureCode,rule_violation,hfx1,hf-1,0,"Constraint Violation: The MeasureName of Row 648 is equal to the MeasureName of Row 884, and The MeasureCode of Row 648 is different from the MeasureCode of Row 884.","(648, 884)",True,True,False,False,hf-1,hfx1,True
650,MeasureName,rule_violation,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0,"Constraint Violation: The MeasureCode of Row 475 is equal to the MeasureCode of Row 650, and The MeasureName of Row 475 is different from the MeasureName of Row 650.","(475, 650)",True,True,False,False,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),True
651,MeasureName,rule_violation,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,heart failure patients given smoking cessation advice/counseling,0,"Constraint Violation: The MeasureCode of Row 323 is equal to the MeasureCode of Row 651, and The MeasureName of Row 323 is different from the MeasureName of Row 651.","(323, 651)",True,True,False,False,heart failure patients given smoking cessation advice/counseling,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,True
652,Address1,rule_violation,209 xorth maix street,209 north main street,0,"Constraint Violation: The HospitalName of Row 649 is equal to the HospitalName of Row 652, and The Address1 of Row 649 is different from the Address1 of Row 652.","(649, 652)",True,True,False,False,209 north main street,209 xorth maix street,True
653,EmergencyService,rule_violation,xo,no,0,"Constraint Violation: The ZipCode of Row 653 is equal to the ZipCode of Row 658, and The EmergencyService of Row 653 is different from the EmergencyService of Row 658.","(653, 658)",True,True,False,False,no,xo,True
654,HospitalName,rule_violation,wedowee hosxital,wedowee hospital,0,"Constraint Violation: The ProviderNumber of Row 646 is equal to the ProviderNumber of Row 654, and The HospitalName of Row 646 is different from the HospitalName of Row 654.","(646, 654)",True,True,False,False,wedowee hospital,wedowee hosxital,True
654,City,pattern_violation,wxdowxx,wedowee,0,,,True,True,False,False,wedowee,wxdowxx,True
655,ProviderNumber,rule_violation,1xx32,10032,0,"Constraint Violation: The HospitalName of Row 655 is equal to the HospitalName of Row 660, and The ProviderNumber of Row 655 is different from the ProviderNumber of Row 660.","(655, 660)",True,True,False,False,10032,1xx32,True
666,PhoneNumber,rule_violation,20593xx011,2059344011,0,"Constraint Violation: The HospitalName of Row 666 is equal to the HospitalName of Row 671, and The PhoneNumber of Row 666 is different from the PhoneNumber of Row 671.","(666, 671)",True,True,False,False,2059344011,20593xx011,True
668,Sample,pattern_violation,87 paxienxs,87 patients,0,,,True,True,False,False,87 patients,87 paxienxs,True
672,CountyName,rule_violation,jxffxrson,jefferson,0,"Constraint Violation: The City of Row 217 is equal to the City of Row 672, and The CountyName of Row 217 is different from the CountyName of Row 672.","(217, 672)",True,True,False,False,jefferson,jxffxrson,True
672,MeasureName,rule_violation,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,heart attack patients given pci within 90 minutes of arrival,0,"Constraint Violation: The MeasureCode of Row 175 is equal to the MeasureCode of Row 672, and The MeasureName of Row 175 is different from the MeasureName of Row 672.","(175, 672)",True,True,False,False,heart attack patients given pci within 90 minutes of arrival,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,True
